,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Rower,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Czas rozpoczęcia,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Samochód,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia,ŹRÓDŁO Godzina rozpoczęcia
4847,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,0,1,0.5,07:30:00,dom,80.0,praca,4.0,1,dom-praca,1,0.0,4160.616086120339,20-24_K,0,0,1,0,0,7
4848,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,0,1,0.5,16:00:00,praca,4.0,dom,80.0,3,praca-dom,1,0.0,4160.616086120339,20-24_K,1,0,0,0,0,16
4850,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,1,0.5,07:30:00,dom,80.0,praca,300.0,1,dom-praca,1,0.0,3481.2340719532604,20-24_K,0,0,1,0,0,7
4851,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,1,0.5,13:20:00,praca,300.0,dom,80.0,2,praca-dom,1,0.0,3481.2340719532604,20-24_K,1,0,0,0,0,13
4852,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,0,0.5,13:00:00,dom,80.0,inne,360.0,2,dom-inne,0,1.0,2023.2599901729998,20-24_M,0,1,0,0,0,13
4853,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,0,0.5,14:00:00,inne,360.0,dom,80.0,3,inne-dom,0,1.0,2023.2599901729998,20-24_M,1,0,0,0,0,14
4854,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,0,0.5,14:50:00,dom,80.0,praca,92.0,3,dom-praca,3,1.0,2138.119561479376,20-24_M,0,0,1,0,0,14
4855,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,0,0.5,22:30:00,praca,92.0,dom,80.0,4,praca-dom,3,1.0,2138.119561479376,20-24_M,1,0,0,0,0,22
4857,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,20:00:00,dom,80.0,inne,30.0,4,dom-inne,0,1.0,2556.323803093402,20-24_K,0,1,0,0,0,20
4858,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,20:30:00,inne,30.0,dom,80.0,4,inne-dom,0,1.0,2556.323803093402,20-24_K,1,0,0,0,0,20
4859,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,10:00:00,dom,80.0,inne,30.0,2,dom-inne,1,1.0,2556.323803093402,20-24_K,0,1,0,0,0,10
4860,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,13:00:00,inne,30.0,dom,80.0,2,inne-dom,1,1.0,2556.323803093402,20-24_K,1,0,0,0,0,13
4861,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,21:00:00,dom,80.0,inne,30.0,4,dom-inne,1,0.0,2556.323803093402,20-24_K,0,1,0,0,0,21
4862,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,00:15:00,inne,30.0,dom,80.0,0,inne-dom,1,0.0,2556.323803093402,20-24_K,1,0,0,0,0,0
4863,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,19:40:00,inne,21.0,dom,80.0,4,inne-dom,1,0.0,4769.673682724999,20-24_K,1,0,0,0,0,19
4866,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,0,1,0,0,0,0.5,07:00:00,dom,80.0,praca,16.0,1,dom-praca,3,0.0,3956.7044651474084,25-44_M,0,0,1,0,0,7
4867,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,0,1,0,0,0,0.5,15:00:00,praca,16.0,inne,340.0,3,praca-inne,3,0.0,2779.315687980871,25-44_M,0,1,0,0,0,15
4868,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,0,1,0,0,0,0.5,16:30:00,inne,340.0,dom,80.0,3,inne-dom,3,0.0,4369.39004729659,25-44_M,1,0,0,0,0,16
4869,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,11:00:00,inne,21.0,dom,80.0,2,inne-dom,1,0.0,4769.673682724999,20-24_K,1,0,0,0,0,11
4870,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,06:30:00,dom,80.0,inne,73.0,1,dom-inne,1,0.0,2061.440457974935,20-24_M,0,1,0,0,0,6
4871,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,07:10:00,inne,73.0,dom,80.0,1,inne-dom,1,0.0,2061.440457974935,20-24_M,1,0,0,0,0,7
4872,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,0,0,0.5,06:30:00,dom,80.0,inne,73.0,1,dom-inne,1,0.0,2061.440457974935,20-24_M,0,1,0,0,0,6
4873,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,0,0,0.5,07:10:00,inne,73.0,dom,80.0,1,inne-dom,1,0.0,2061.440457974935,20-24_M,1,0,0,0,0,7
4874,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,1,1,0,1,1,0.5,06:30:00,dom,80.0,praca,30.0,1,dom-praca,1,1.0,2556.323803093402,20-24_K,0,0,1,0,0,6
4875,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,1,1,0,1,1,0.5,20:30:00,praca,30.0,dom,80.0,4,praca-dom,1,1.0,2556.323803093402,20-24_K,1,0,0,0,0,20
4876,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1,1,1,0,1,0,0.5,06:30:00,dom,80.0,praca,88.0,1,dom-praca,1,0.0,5644.22685039481,16-19_K,0,0,1,0,0,6
4877,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1,1,1,0,1,0,0.5,13:00:00,praca,88.0,dom,80.0,2,praca-dom,1,0.0,5644.22685039481,16-19_K,1,0,0,0,0,13
4878,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1,1,1,0,1,0,0.5,17:00:00,dom,80.0,inne,30.0,3,dom-inne,1,0.0,2556.323803093402,16-19_K,0,1,0,0,0,17
4879,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1,1,1,0,1,0,0.5,18:10:00,inne,30.0,dom,80.0,3,inne-dom,1,0.0,2556.323803093402,16-19_K,1,0,0,0,0,18
4880,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,13:00:00,dom,80.0,inne,282.0,2,dom-inne,1,0.0,2591.2051021064162,20-24_K,0,1,0,0,0,13
4881,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,1,0,1,0,0.5,15:25:00,inne,282.0,dom,80.0,3,inne-dom,1,0.0,2591.2051021064162,20-24_K,1,0,0,0,0,15
4882,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,08:10:00,inne,212.0,dom,80.0,1,inne-dom,0,1.0,12473.702667759748,20-24_M,1,0,0,0,0,8
4883,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,12:00:00,dom,80.0,inne,212.0,2,dom-inne,0,1.0,12473.702667759748,20-24_M,0,1,0,0,0,12
4884,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,1,1,0,0,0,0.5,10:00:00,inne,21.0,dom,80.0,2,inne-dom,1,0.0,4769.673682724999,20-24_K,1,0,0,0,0,10
4886,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,3,0,1,0,1,1,0.5,06:40:00,dom,80.0,praca,139.0,1,dom-praca,1,1.0,7120.231777305553,25-44_M,0,0,1,0,0,6
4887,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,3,0,1,0,1,1,0.5,15:15:00,praca,139.0,dom,80.0,3,praca-dom,1,1.0,7120.231777305553,25-44_M,1,0,0,0,0,15
4888,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,0,1,0.5,08:15:00,dom,80.0,uczelnia,29.0,1,dom-uczelnia,1,0.0,2262.858922878167,20-24_M,0,0,0,0,1,8
4889,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,0,1,0.5,13:00:00,uczelnia,29.0,dom,80.0,2,uczelnia-dom,1,0.0,2262.858922878167,20-24_M,1,0,0,0,0,13
4890,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,0,0,1,0,0.5,10:00:00,dom,80.0,uczelnia,334.0,2,dom-uczelnia,1,0.0,2055.483375213515,20-24_K,0,0,0,0,1,10
4891,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,1,0,0,1,0,0.5,12:00:00,uczelnia,334.0,dom,80.0,2,uczelnia-dom,1,0.0,2055.483375213515,20-24_K,1,0,0,0,0,12
4892,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,08:10:00,dom,80.0,praca,91.0,1,dom-praca,1,1.0,2737.9608691408557,20-24_M,0,0,1,0,0,8
4893,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,20:00:00,praca,91.0,dom,80.0,4,praca-dom,1,1.0,2737.9608691408557,20-24_M,1,0,0,0,0,20
4894,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,6.0,5.0,4.0,3,1,1,1,1,0,0.0,07:50:00,dom,74.0,praca,107.0,1,dom-praca,0,2.0,5909.910777257644,25-44_K,0,0,1,0,0,7
4895,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,6.0,5.0,4.0,3,1,1,1,1,0,0.0,16:00:00,praca,107.0,dom,74.0,3,praca-dom,0,2.0,5909.910777257644,25-44_K,1,0,0,0,0,16
4896,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,6.0,5.0,4.0,3,0,1,1,1,0,0.0,14:00:00,praca,140.0,dom,74.0,3,praca-dom,0,2.0,4746.661797067514,25-44_M,1,0,0,0,0,14
4897,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,6.0,5.0,4.0,0,0,1,0,0,0,1.0,07:50:00,dom,74.0,szkoła,28.0,1,dom-szkoła,1,2.0,1868.2660870332495,6-15_M,0,0,0,1,0,7
4898,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,6.0,5.0,4.0,0,0,1,0,0,0,1.0,14:00:00,szkoła,28.0,dom,74.0,3,szkoła-dom,1,2.0,1868.2660870332495,6-15_M,1,0,0,0,0,14
4900,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,4,1,1,0,1,0,0.0,08:50:00,dom,75.0,praca,14.0,1,dom-praca,0,2.0,3625.946826116901,45-60_K,0,0,1,0,0,8
4901,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,4,1,1,0,1,0,0.0,09:05:00,praca,1.0,praca,175.0,1,praca-praca,0,2.0,5372.65484646706,45-60_K,0,0,1,0,0,9
4902,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,4,1,1,0,1,0,0.0,17:40:00,praca,175.0,dom,75.0,3,praca-dom,0,2.0,8886.960331404645,45-60_K,1,0,0,0,0,17
4903,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,0,1,1,1,0,0.0,15:20:00,dom,75.0,inne,140.0,3,dom-inne,1,1.0,5062.568770883073,45-65_M,0,1,0,0,0,15
4904,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,4.0,4,0,1,1,1,0,0.0,18:05:00,inne,140.0,dom,75.0,3,inne-dom,1,1.0,5062.568770883073,45-65_M,1,0,0,0,0,18
4905,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,1,0,0,0,1.0,12:40:00,dom,75.0,uczelnia,80.0,2,dom-uczelnia,1,0.0,1647.2801075300092,61-x_K,0,0,0,0,1,12
4906,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,1,0,0,0,1.0,15:50:00,uczelnia,80.0,dom,75.0,3,uczelnia-dom,1,0.0,1647.2801075300092,61-x_K,1,0,0,0,0,15
4908,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,5,1,1,0,1,0,0.0,09:00:00,dom,75.0,praca,89.0,1,dom-praca,0,1.0,4736.283693889464,61-x_K,0,0,1,0,0,9
4909,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,5,1,1,0,1,0,0.0,17:00:00,praca,89.0,dom,75.0,3,praca-dom,0,1.0,4736.283693889464,61-x_K,1,0,0,0,0,17
4910,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,5,1,1,0,1,0,0.0,18:00:00,dom,75.0,inne,252.0,3,dom-inne,0,1.0,14354.265890849765,61-x_K,0,1,0,0,0,18
4911,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,5,1,1,0,1,0,0.0,18:40:00,inne,252.0,dom,75.0,3,inne-dom,0,1.0,14354.265890849765,61-x_K,1,0,0,0,0,18
4912,4,4,2,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,10:00:00,dom,86.0,inne,1.0,2,dom-inne,1,0.0,4641.73187745494,61-x_K,0,1,0,0,0,10
4913,4,4,2,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,13:00:00,inne,1.0,dom,86.0,2,inne-dom,1,0.0,4641.73187745494,61-x_K,1,0,0,0,0,13
4915,2,2,3,0,0,1,0,0,0,0,1,0,0,0,1,2.0,2.0,2.0,3,1,1,1,1,0,0.0,12:05:00,dom,87.0,inne,86.0,2,dom-inne,0,1.0,457.9943575341204,25-44_K,0,1,0,0,0,12
4916,2,2,3,0,0,1,0,0,0,0,1,0,0,0,1,2.0,2.0,2.0,3,1,1,1,1,0,0.0,13:20:00,inne,86.0,dom,87.0,2,inne-dom,0,1.0,457.9943575341204,25-44_K,1,0,0,0,0,13
4917,2,2,3,0,0,0,0,0,1,0,0,0,0,0,1,2.0,2.0,2.0,0,1,1,0,0,0,0.5,12:05:00,dom,87.0,inne,86.0,2,dom-inne,0,1.0,457.9943575341204,6-15_K,0,1,0,0,0,12
4918,2,2,3,0,0,0,0,0,1,0,0,0,0,0,1,2.0,2.0,2.0,0,1,1,0,0,0,0.5,13:20:00,inne,86.0,dom,87.0,2,inne-dom,0,1.0,457.9943575341204,6-15_K,1,0,0,0,0,13
4919,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2.0,2.0,4,0,1,0,1,0,0.0,07:00:00,dom,73.0,inne,73.0,1,dom-inne,2,2.0,0.0,45-65_M,0,1,0,0,0,7
4920,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2.0,2.0,4,0,1,0,1,0,0.0,07:20:00,inne,73.0,dom,73.0,1,inne-dom,2,2.0,0.0,45-65_M,1,0,0,0,0,7
4921,3,2,3,0,0,1,0,1,0,0,0,0,1,0,0,2.0,2.0,2.0,3,0,1,1,1,0,0.0,08:00:00,dom,73.0,inne,73.0,1,dom-inne,2,2.0,0.0,25-44_M,0,1,0,0,0,8
4922,3,2,3,0,0,1,0,1,0,0,0,0,1,0,0,2.0,2.0,2.0,3,0,1,1,1,0,0.0,08:20:00,inne,73.0,dom,73.0,1,inne-dom,2,2.0,0.0,25-44_M,1,0,0,0,0,8
4923,3,3,3,0,0,0,0,0,0,0,1,0,0,0,1,2.0,2.0,0.0,5,1,0,0,0,0,0.5,13:15:00,dom,73.0,inne,73.0,2,dom-inne,2,0.0,0.0,61-x_K,0,1,0,0,0,13
4924,3,3,3,0,0,0,0,0,0,0,1,0,0,0,1,2.0,2.0,0.0,5,1,0,0,0,0,0.5,13:55:00,inne,73.0,dom,73.0,2,inne-dom,2,0.0,0.0,61-x_K,1,0,0,0,0,13
4926,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,2.0,5,0,0,0,1,0,0.5,10:00:00,dom,77.0,inne,59.0,2,dom-inne,1,2.0,4830.703165123107,66-x_M,0,1,0,0,0,10
4927,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,2.0,5,0,0,0,1,0,0.5,12:00:00,inne,59.0,dom,77.0,2,inne-dom,1,2.0,4830.703165123107,66-x_M,1,0,0,0,0,12
4928,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,2.0,2.0,2.0,5,1,0,0,1,0,0.5,09:00:00,dom,77.0,inne,30.0,1,dom-inne,2,2.0,865.3594143885936,61-x_K,0,1,0,0,0,9
4929,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,2.0,2.0,2.0,5,1,0,0,1,0,0.5,11:00:00,inne,30.0,dom,77.0,2,inne-dom,2,2.0,865.3594143885936,61-x_K,1,0,0,0,0,11
4930,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0,5,1,1,1,0,0,1.0,17:00:00,dom,77.0,inne,17.0,3,dom-inne,2,0.0,2001.8524593241389,61-x_K,0,1,0,0,0,17
4931,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0,5,1,1,1,0,0,1.0,18:00:00,inne,17.0,dom,77.0,3,inne-dom,2,0.0,2001.8524593241389,61-x_K,1,0,0,0,0,18
4932,3,3,3,0,0,0,1,0,0,0,1,0,1,0,0,4.0,4.0,2.0,1,1,1,0,0,1,0.5,07:30:00,dom,77.0,szkoła,26.0,1,dom-szkoła,1,1.0,1393.432914303597,16-19_K,0,0,0,1,0,7
4933,3,3,3,0,0,0,1,0,0,0,1,0,1,0,0,4.0,4.0,2.0,1,1,1,0,0,1,0.5,15:00:00,szkoła,26.0,dom,77.0,3,szkoła-dom,1,1.0,1393.432914303597,16-19_K,1,0,0,0,0,15
4934,2,1,2,0,0,0,1,0,0,0,1,0,1,0,0,4.0,4.0,2.0,4,0,1,0,1,0,0.0,08:00:00,dom,77.0,inne,77.0,1,dom-inne,0,1.0,0.0,45-65_M,0,1,0,0,0,8
4935,2,1,2,0,0,0,1,0,0,0,1,0,1,0,0,4.0,4.0,2.0,4,0,1,0,1,0,0.0,08:15:00,dom,77.0,praca,243.0,1,dom-praca,0,1.0,14038.682968802295,45-65_M,0,0,1,0,0,8
4938,2,2,3,0,0,0,1,0,0,0,1,0,1,0,0,4.0,4.0,2.0,0,0,1,0,0,0,0.5,08:00:00,dom,77.0,inne,77.0,1,dom-inne,0,1.0,0.0,6-15_M,0,1,0,0,0,8
4939,2,2,3,0,0,0,1,0,0,0,1,0,1,0,0,4.0,4.0,2.0,0,0,1,0,0,0,0.5,16:00:00,inne,77.0,dom,77.0,3,inne-dom,0,1.0,0.0,6-15_M,1,0,0,0,0,16
4940,3,1,2,0,0,0,1,0,0,0,1,0,1,0,0,4.0,4.0,2.0,3,1,1,0,0,0,0.0,07:45:00,dom,77.0,praca,125.0,1,dom-praca,1,1.0,6934.870154991431,25-44_K,0,0,1,0,0,7
4941,3,1,2,0,0,0,1,0,0,0,1,0,1,0,0,4.0,4.0,2.0,3,1,1,0,0,0,0.0,17:00:00,praca,125.0,dom,77.0,3,praca-dom,1,1.0,6934.870154991431,25-44_K,1,0,0,0,0,17
4942,2,3,2,0,0,1,0,0,1,1,0,0,0,0,0,2.0,2.0,0.0,4,1,1,0,1,0,0.0,10:00:00,dom,13.0,inne,14.0,2,dom-inne,2,1.0,409.76464400042767,45-60_K,0,1,0,0,0,10
4943,2,3,2,0,0,1,0,0,1,1,0,0,0,0,0,2.0,2.0,0.0,4,1,1,0,1,0,0.0,10:30:00,inne,14.0,dom,13.0,2,inne-dom,2,1.0,409.76464400042767,45-60_K,1,0,0,0,0,10
4944,3,3,3,0,0,1,0,0,0,0,1,0,1,0,0,2.0,2.0,0.0,0,0,1,0,0,0,0.5,08:00:00,dom,13.0,szkoła,351.0,1,dom-szkoła,2,1.0,419.13099791467397,6-15_M,0,0,0,1,0,8
4945,3,3,3,0,0,1,0,0,0,0,1,0,1,0,0,2.0,2.0,0.0,0,0,1,0,0,0,0.5,14:30:00,szkoła,351.0,dom,13.0,3,szkoła-dom,2,1.0,419.13099791467397,6-15_M,1,0,0,0,0,14
4946,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.5,12:25:00,dom,13.0,uczelnia,28.0,2,dom-uczelnia,2,0.0,2359.918494083846,25-44_M,0,0,0,0,1,12
4947,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.5,15:00:00,uczelnia,28.0,dom,13.0,3,uczelnia-dom,2,0.0,2359.918494083846,25-44_M,1,0,0,0,0,15
4948,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2.0,2.0,2.0,2,1,1,0,1,0,0.5,09:05:00,dom,13.0,uczelnia,28.0,1,dom-uczelnia,1,0.0,2359.918494083846,20-24_K,0,0,0,0,1,9
4949,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2.0,2.0,2.0,2,1,1,0,1,0,0.5,17:30:00,uczelnia,28.0,dom,13.0,3,uczelnia-dom,1,0.0,2359.918494083846,20-24_K,1,0,0,0,0,17
4950,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,1,0,1.0,13:00:00,dom,13.0,inne,44.0,2,dom-inne,0,1.0,2217.443591112292,61-x_K,0,1,0,0,0,13
4951,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,1,0,1.0,14:09:00,inne,44.0,dom,13.0,3,inne-dom,0,1.0,2217.443591112292,61-x_K,1,0,0,0,0,14
4953,2,3,3,1,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,1,0.5,16:30:00,dom,98.0,inne,99.0,3,dom-inne,2,1.0,542.2040286006015,45-60_K,0,1,0,0,0,16
4954,3,3,3,0,0,0,1,1,0,0,0,0,1,0,0,3.0,3.0,3.0,2,1,1,0,1,1,0.5,15:35:00,praca,288.0,dom,13.0,3,praca-dom,1,0.0,6149.1343842842,20-24_K,1,0,0,0,0,15
4955,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,1,0,1,0.5,16:00:00,dom,13.0,praca,350.0,3,dom-praca,2,0.0,868.1603978202838,20-24_M,0,0,1,0,0,16
4956,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,1,0,1,0.5,23:30:00,praca,350.0,dom,13.0,4,praca-dom,2,0.0,868.1603978202838,20-24_M,1,0,0,0,0,23
4957,2,3,4,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,0,0.5,10:00:00,dom,13.0,uczelnia,2.0,2,dom-uczelnia,2,0.0,1258.9312856612771,20-24_M,0,0,0,0,1,10
4958,2,3,4,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,0,0.5,15:00:00,uczelnia,2.0,dom,13.0,3,uczelnia-dom,2,0.0,1258.9312856612771,20-24_M,1,0,0,0,0,15
4959,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,5,1,1,0,0,0,1.0,10:00:00,dom,13.0,inne,14.0,2,dom-inne,2,0.0,409.76464400042767,61-x_K,0,1,0,0,0,10
4960,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,5,1,1,0,0,0,1.0,10:40:00,inne,14.0,dom,13.0,2,inne-dom,2,0.0,409.76464400042767,61-x_K,1,0,0,0,0,10
4961,3,2,3,0,0,0,0,1,0,1,0,0,1,0,0,3.0,3.0,2.0,2,1,1,0,1,1,0.5,08:30:00,dom,13.0,uczelnia,67.0,1,dom-uczelnia,1,2.0,1240.7161203002759,20-24_K,0,0,0,0,1,8
4962,3,2,3,0,0,0,0,1,0,1,0,0,1,0,0,3.0,3.0,2.0,2,1,1,0,1,1,0.5,14:00:00,uczelnia,67.0,dom,13.0,3,uczelnia-dom,1,2.0,1240.7161203002759,20-24_K,1,0,0,0,0,14
4963,3,2,3,0,0,0,0,1,1,0,0,0,1,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,07:50:00,dom,13.0,praca,69.0,1,dom-praca,1,2.0,1882.0590200276206,45-60_K,0,0,1,0,0,7
4964,3,2,3,0,0,0,0,1,1,0,0,0,1,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,15:00:00,praca,69.0,dom,13.0,3,praca-dom,1,2.0,1882.0590200276206,45-60_K,1,0,0,0,0,15
4965,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,2.0,1.0,4,1,1,1,0,1,0.0,08:00:00,dom,13.0,praca,90.0,1,dom-praca,1,0.0,3359.9562507329247,45-60_K,0,0,1,0,0,8
